# minimal_valid_fraction ::  30.00
# operating on Reynolds OI SST
# <a href=http://climexp.knmi.nl/select.cgi?field=iceoi_v2>climexp.knmi.nl/select.cgi?field=iceoi_v2</a>
# file :: NCEPData/iceoi_v2.nc
# title :: spatial statistic of Reynolds OI SST
# institution :: KNMI Climate Explorer and NOAA/NCEP
# source_url :: http://www.emc.ncep.noaa.gov/research/cmb/sst_analysis/
# contact :: Diane.Stokes@noaa.gov
# reference :: Reynolds, R. W., N. A. Rayner, T. M. Smith, D. C. Stokes and W. Wang, 2002: An improved in situ and satellite SST analysis for climate. J. Climate, 15, 1609-1625. https://doi.org/10.1175/1520-0442(2002)015%3C1609:AIISAS%3E2.0.CO;2
# geospatial_lat_max ::     90.0
# geospatial_lon_min ::      0.0
# geospatial_lon_units :: degrees_east
# geospatial_lon_resolution ::      1.0
# time_coverage_start :: 1981-11-15
# time_coverage_end :: 2018-08-15
# climexp_url :: https://climexp.knmi.nl/select.cgi?iceoi_v2
# history ::  2018-09-19 11:52:06 bin/get_index NCEPData/iceoi_v2.nc -40 -25 82 84 dipole no minfac 30 nearest iceoi_v2_-40--25E_82-84N_n\nuser oldenbor 2018-09-13  9:55:01 grads2nc iceoi_v2.ctl iceoi_v2.nc n
# ave_region :: lon=  320.000  335.000, lat=   82.000   84.000
# averaging anomalies over region lon=  320.000  335.000, lat=   82.000   84.000
# ice [1] Reynolds OI ice cover
 1991  0.9325051      0.9190512      0.9367964      0.9329046      0.9489051      0.9081663      0.8279570      0.4670489      0.8574200      0.9349785      0.9466066      0.9534111    
 1992  0.9596480      0.9590512      0.9625108      0.9586189      0.9489051      0.9495949      0.9279570      0.9627632      0.9102770      0.9235500      0.9466066      0.9476969    
 1993  0.9525051      0.9476226      0.9553679      0.9429046      0.9460479      0.9281663      0.8750998      0.7870489      0.8302770      0.9192643      0.9551780      0.9576968    
 1994  0.9625051      0.9590512      0.9625108      0.9543332      0.9489051      0.8624521      0.8450998      0.9227632      0.8945627      0.9264071      0.9380351      0.9476968    
 1995  0.9525051      0.9519083      0.9467965      0.9357617      0.9274765      0.9438806      0.8893856      0.9199061      0.9002770      0.9006928      0.9366066      0.9448397    
 1996  0.9482194      0.9447654      0.9553679      0.9486188      0.9446194      0.9053092      0.9108142      0.9270489      0.8331342      0.8992642      0.9323208      0.9505540    
 1997  0.9510765      0.9590512      0.9596536      0.9400474      0.9503337      0.9424521      0.8708141      0.9127632      0.8802770      0.9478357      0.9580352      0.9562683    
 1998  0.9525051      0.9647655      0.9482250      0.9343332      0.9489051      0.9224521      0.8193855      0.8256204      0.8817056      0.9392642      0.8923209      0.9634111    
 1999  0.9653623      0.9647655      0.9653679      0.9614760      0.9474765      0.9495949      0.8165284      0.7641917      0.8559914      0.9364071      0.9580352      0.9587259    
 2000  0.9508168      0.9496948      0.9479019      0.9459182      0.9396935      0.9329074      0.8332438      0.9113568      0.8819798      0.9313566      0.9517938      0.9550895    
 2001  0.9580895      0.9560584      0.9588110      0.9522818      0.9515117      0.9219984      0.8614256      0.8940841      0.8656161      0.8977202      0.9181574      0.9341804    
 2002  0.9508168      0.9542403      0.9569928      0.9513727      0.9478754      0.9292711      0.8477893      0.6440841      0.8492525      0.9086293      0.9454302      0.9487259    
 2003  0.9426349      0.9478766      0.9479019      0.9331909      0.9415117      0.9019983      0.8932438      0.8604477      0.8819798      0.9259021      0.9554302      0.9387258    
 2004  0.9580895      0.9578766      0.9588110      0.9522818      0.9324208      0.9492711      0.8268802      0.7440841      0.8772271      0.9046361      0.9602032      0.9535019    
 2005  0.9616183      0.9329557      0.9371492      0.9207185      0.8860822      0.9003283      0.8857864      0.7460006      0.7891124      0.8856613      0.9495009      0.9220139    
 2006  0.9099743      0.9398547      0.9293031      0.9423208      0.8906766      0.9467482      0.8527161      0.9342459      0.9677733      0.9775285      0.9708273      0.9751822    
 2007  0.9572217      0.9513789      0.9497712      0.9594175      0.9781997      0.9677734      0.9306458      0.8703083      0.8169168      0.9095063      0.9501251      0.9376899    
 2008  0.9423206      0.9283196      0.9519614      0.9450208      0.9580436      0.9428778      0.8925656      0.8245181      0.7926291      0.9544075      0.9693812      0.9763580    
 2009  0.9766701      0.9794537      0.9797295      0.9722010      0.8774340      0.9934131      0.9808635      0.9832570      0.9889800      0.9889802      0.9899999      0.9910976    
 2010  0.9899998      0.9951768      0.8941208      0.8931010      0.8920031      0.8890636      0.8791414      0.8600162      0.8731898      0.8885537      0.8880438      0.8886316    
 2011  0.8875338      0.8860042      0.8880438      0.8896515      0.8870239      0.8822790      0.8836107      0.8555361      0.8608690      0.8823625      0.8782471      0.8640172    
 2012  0.8792250      0.8811449      0.8771075      0.8861241      0.8811085      0.8591525      0.7369640      0.6630210      0.6592594      0.7429793      0.7284267      0.7258771    
 2013  0.7435671      0.7420375      0.7406639      0.7441552      0.7483902      0.7486662      0.7265485      0.7192958      0.6433640      0.7115640      0.7327816      0.7354089    
 2014  0.7410957      0.7484683      0.7404299      0.7399200      0.7386243      0.7301541      0.7112518      0.6542695      0.6767825      0.8002412      0.8364162      0.8251204    
 2015  0.8285336      0.8285337      0.8368480      0.7768027      0.7489781      0.7316838      0.6684374      0.6526364      0.7213407      0.7184266      0.7478024      0.7409397    
 2016  0.7457627      0.7424694      0.7404299      0.7410959      0.7384682      0.6969750      0.6305749      0.6824749      0.7069495      0.7413662      0.7816240      0.7859370    
 2017  0.7838194      0.7873887      0.7879766      0.7890745      0.7844073      0.7729195      0.7087314      0.7340699      0.6731081      0.7491162      0.7764471      0.7761711    
 2018  0.7874666      0.7527163      0.7758173      0.7878987      0.7861348      0.7843711      0.7053818      0.5667700      -999.9000      -999.9000      -999.9000      -999.9000    
